GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
310M300US43900,43900,"Spartanburg, SC Metro Area",0.4635,0.0225
310M300US44060,44060,"Spokane-Spokane Valley, WA Metro Area",0.4507,0.0135
310M300US44100,44100,"Springfield, IL Metro Area",0.4617,0.0230
310M300US44140,44140,"Springfield, MA Metro Area",0.4571,0.0097
310M300US44180,44180,"Springfield, MO Metro Area",0.4508,0.0147
310M300US44220,44220,"Springfield, OH Metro Area",0.4374,0.0306
310M300US44300,44300,"State College, PA Metro Area",0.4812,0.0286
310M300US44420,44420,"Staunton-Waynesboro, VA Metro Area",0.4130,0.0272
310M300US44700,44700,"Stockton-Lodi, CA Metro Area",0.4466,0.0122
310M300US44940,44940,"Sumter, SC Metro Area",0.4923,0.0446
310M300US45060,45060,"Syracuse, NY Metro Area",0.4560,0.0100
310M300US45220,45220,"Tallahassee, FL Metro Area",0.4703,0.0151
310M300US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",0.4759,0.0055
310M300US45460,45460,"Terre Haute, IN Metro Area",0.4195,0.0184
310M300US45500,45500,"Texarkana, TX-AR Metro Area",0.4897,0.0277
310M300US45540,45540,"The Villages, FL Metro Area",0.4363,0.0382
310M300US45780,45780,"Toledo, OH Metro Area",0.4804,0.0140
310M300US45820,45820,"Topeka, KS Metro Area",0.4366,0.0229
310M300US45940,45940,"Trenton, NJ Metro Area",0.5003,0.0170
310M300US46060,46060,"Tucson, AZ Metro Area",0.4684,0.0096
310M300US46140,46140,"Tulsa, OK Metro Area",0.4673,0.0082
310M300US46220,46220,"Tuscaloosa, AL Metro Area",0.4806,0.0213
310M300US46340,46340,"Tyler, TX Metro Area",0.4416,0.0246
310M300US46520,46520,"Urban Honolulu, HI Metro Area",0.4300,0.0081
310M300US46540,46540,"Utica-Rome, NY Metro Area",0.4532,0.0205
310M300US46660,46660,"Valdosta, GA Metro Area",0.5085,0.0369
310M300US46700,46700,"Vallejo-Fairfield, CA Metro Area",0.4340,0.0222
310M300US47020,47020,"Victoria, TX Metro Area",0.5124,0.0355
310M300US47220,47220,"Vineland-Bridgeton, NJ Metro Area",0.4455,0.0238
310M300US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",0.4410,0.0080
310M300US47300,47300,"Visalia-Porterville, CA Metro Area",0.4554,0.0207
310M300US47380,47380,"Waco, TX Metro Area",0.4891,0.0275
310M300US47460,47460,"Walla Walla, WA Metro Area",0.4765,0.0585
310M300US47580,47580,"Warner Robins, GA Metro Area",0.4249,0.0222
310M300US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",0.4442,0.0032
310M300US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",0.4671,0.0287
310M300US48060,48060,"Watertown-Fort Drum, NY Metro Area",0.4343,0.0233
310M300US48140,48140,"Wausau, WI Metro Area",0.4412,0.0240
310M300US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",0.4275,0.0254
310M300US48300,48300,"Wenatchee, WA Metro Area",0.4379,0.0266
310M300US48540,48540,"Wheeling, WV-OH Metro Area",0.4780,0.0254
310M300US48620,48620,"Wichita, KS Metro Area",0.4451,0.0101
310M300US48660,48660,"Wichita Falls, TX Metro Area",0.4484,0.0216
310M300US48700,48700,"Williamsport, PA Metro Area",0.4148,0.0294
310M300US48900,48900,"Wilmington, NC Metro Area",0.5016,0.0164
310M300US49020,49020,"Winchester, VA-WV Metro Area",0.4098,0.0246
310M300US49180,49180,"Winston-Salem, NC Metro Area",0.4813,0.0144
310M300US49340,49340,"Worcester, MA-CT Metro Area",0.4494,0.0079
310M300US49420,49420,"Yakima, WA Metro Area",0.4486,0.0393
310M300US49620,49620,"York-Hanover, PA Metro Area",0.4015,0.0124
310M300US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",0.4602,0.0158
310M300US49700,49700,"Yuba City, CA Metro Area",0.4569,0.0336
310M300US49740,49740,"Yuma, AZ Metro Area",0.4269,0.0187
